Salt Type,Brand,PPM
Refined,Priyam Salt,27.5
Powder,Murugan Salt,6.3
Crystal,Sathya Salt,0.0
Refined,Tata Salt Crystal,44.4
Refined,Aashirvad Iodine Salt ,37.0
Crystal,Tata Crystal Salt,16.9
Refined,Tata Powder Salt,37.0
Crystal,Sudha Crystal Salt,12.7
Refined,Aashirvad Iodine Salt ,60.3
Crystal,Sudha Crystal Salt,26.5
Refined,VKS True Salt,2.1
Crystal,Sudha Crystal Salt,11.6
Refined,Sudha Powder Salt,44.4
Crystal,Sudha Crystal Salt,7.4
Refined,Aashirvad Iodine Salt ,43.4
Refined,VKS True Salt,22.2
Refined,Tata Salt Crystal,34.9
Refined,Sudha Gold,26.5
Refined,Sprinkle Salt Crystal,43.4
Refined,Aashirvad Iodine Salt ,60.3
Refined,Aashirvad Iodine Salt ,51.8
Refined,Escee Kristal,23.3
Powder,SRS,3.2
Refined,Sudha Gold,37.0
Crystal,Sprinkle,31.7
Refined,Anil Iodised Salt,28.6
Refined,I.FLO,32.8
Refined,TATA,36.0
Crystal,SKS Gold,45.5
Refined,I. Sakthi,19.0
Refined,Escee Kristal,37.0
Refined,Sprinkle,33.9
Crystal,Sprinkle,39.1
Crystal,Samuthira,0.0
Crystal,Kristal,33.9
Crystal,Escee Kristal,45.5
Refined,Escee Kristal,45.5
Crystal,Sprinkle,32.8
Crystal,Mercy,0.0
Crystal,Susee,29.6
Refined,Marvel,40.2
Crystal,Kasthuri,3.2
Refined,Aashirvaad,42.3
Crystal,Tata,54.0
Refined,Anandhapurani,15.9
Crystal,Kasthuri,0.0
Powder,Mahilchi,0.0
Refined,Anil,37.0
Refined,Aashirvaad,45.5
Refined,Sprinkle,31.7
Crystal,Diamond,0.0
Crystal,Super Star,0.0
Crystal,Kasthuri,11.6
Refined,I-Shakti,31.7
Crystal,Tata,23.3
Refined,Aashirvaad,47.6
Crystal,Kasthuri,19.0
Refined,Anil,39.1
Crystal,Sea Gold,20.1
Crystal,Tata,96.3
Crystal,Anil,8.5
Refined,Sprinkle,29.6
Crystal,Kasthuri,26.5
Refined,Day,25.4
Crystal,Sprinkle,26.5
Refined,Escee Kristal,26.5
Refined,Aashirvaad,33.9
Refined,I-Shakti,21.2
Crystal,Anil,21.2
Refined,Sakthi,34.1
Refined,Sea Gold,28.6
Powder,Susee,5.3
Crystal,Escee Kristal,51.8
Refined,Aashirvaad,41.3
Refined,Trusalt,26.5
Crystal,Xcell,0.0
Crystal,Mercy,0.0
Crystal,Kasthuri,0.0
Refined,Sea Gold,33.9
Refined,Anandhapurani,32.8
Crystal,Kasthuri,18.0
Refined,Tata,33.9
Crystal,Escee Kristal,57.1
Powder,Mahilchi,0.0
Crystal,SP,0.0
Refined,Aashirvaad,39.1
Crystal,Mercy,0.0
Crystal,Escee Kristal,33.9
Refined,Escee Kristal,33.9
Powder,Mercy,0.0
Crystal,Kasthuri,0.0
Crystal,Anil,46.6
Refined,Tata,32.8
Refined,I-Shakti,16.9
Crystal,Super Kings,0.0
Crystal,Kasthuri,9.5
Crystal,Ganesh,0.0
Crystal,Sprinkle,44.4
Powder,Mahilchi,20.1
Refined,Aashirvaad,31.7
Refined,Marvel,22.2
Refined,Escee Kristal,44.4
Refined,My Happy,34.9
Crystal,Rishi,0.0
Crystal,Kasthuri,7.4
Refined,ANIL,37.0
Powder,JEYA,19.0
Crystal,ANIL,28.6
Crystal,TATA,30.7
Refined,ANIL,38.1
Refined,KRISTAL,41.3
Crystal,KRISTAL,30.7
Refined,Aashirvaad,43.4
Crystal,Saravana,38.1
Refined,Saravana,27.5
Refined,Anil,55.0
Crystal,sri vetrivel murugan,5.3
Refined,Sudha Gold,20.1
Crystal,Marina,8.5
Crystal,kmjs,0.0
Powder,sakthi salt ,0.0
Refined,Samudhra,40.2
Crystal,Serma murugan,37.0
Crystal,Sri Murugan,24.3
Crystal,Sathyam,51.8
Refined,Saravana,21.2
Crystal,sabari murugan,0.0
Powder,sri vetrivel murugan,0.0
Crystal,sri sakthivel murugan,8.5
Refined,New piriyam,23.3
Crystal,thiru murugan,0.0
Crystal,i-Flo,43.4
Refined,Sprinkle,32.8
Refined,Kayathri,29.6
Crystal,King,16.9
Crystal,Sum,0.0
Crystal,Sri Murugan,37.0
Refined,Ashirvaad,40.2
Crystal,sri sakthivel murugan,5.3
Crystal,Kristal,31.7
Crystal,Sri Murugan,26.5
Crystal,Ganga,27.5
Refined,Samudhra,40.2
Refined,Saravana,29.6
Refined,Sprinkle,34.9
Powder,sri vetrivel murugan,0.0
Powder,Sri Murugan,14.8
Powder,Santhiya murugan,0.0
Refined,Escee Kristal,45.5
Crystal,Sathyam,22.2
Refined,Trusalt,25.4
Crystal,Sri Murugan,30.7
Refined,Samudhra,44.4
Crystal,Samudhra,30.7
Crystal,Sprinkle,31.7
Refined,Sathyam,32.8
Refined,Escee Kristal,49.7
Crystal,Vignesh,0.0
Refined,Saravana,18.0
Crystal,Vel murugan,0.0
Refined,Samudhra,37.0
Crystal,Sri Murugan,42.3
Refined,Tata,36.0
Crystal,Escee Kristal,47.6
Crystal,sri vetrivel murugan,4.2
Crystal,Sathyam,21.2
Crystal,thiru murugan,0.0
Refined,Ishuddh,11.6
Crystal,Saravana,23.3
Refined,Sathyam ,20.1
Refined,Ashirvaad,49.7
Crystal,Ishuddh,6.3
Refined,Sprinkle,40.2
Crystal,sri sakthivel murugan,11.6
Crystal,King,18.0
Refined,Ganga,27.5
Refined,Sri Murugan,33.9
Refined,Sprinkle,37.0
Refined,Samudhra,39.1
Refined,sri vetrivel murugan,11.6
Refined,Diamond,31.7
Crystal,Saravana,27.5
Refined,Ashirvaad,43.4
Crystal,Tiru salt ,0.0
Refined,Trisakthi,24.3
Refined,Marvel,55.0
Refined,Samudhra,52.9
Crystal,Annapurna,31.7
Crystal,Sathyam,20.1
Refined,Escee Kristal,60.3
Crystal,Ishuddh,18.0
Refined,Subam ,26.5
Refined,Marvel,14.8
Refined,Tata,38.1
Crystal,Annaipoorani,12.7
Crystal,Aara,31.7
Crystal,Marina,14.8
Crystal,i-Flo,29.6
Refined,Udhaiyam,18.0
Refined,PIriyam,19.0
Crystal,Sathyam,26.5
Refined,Sathyam,27.5
Crystal,sri vetrivel murugan,56.1
Refined,Escee Kristal,39.1
Crystal,Saravana,13.8
Crystal,Saravana,24.3
Crystal,sri vetrivel murugan,5.3
Crystal,SMT,22.2
Crystal,thiru murugan,0.0
Refined,Ganga,32.8
Crystal,KMJS,0.0
Refined,Samudhra,43.4
Crystal,Samudhra,34.9
Crystal,Vks Trusalt,41.3
Refined,Ashirvaad,37.0
Crystal,Senthil,0.0
Crystal,Shanmuga,9.5
Crystal,SKM salt ,0.0
Refined,Subam ,48.7
Refined,Saravana,20.1
Crystal,ASC,5.3
Refined,Aashirvaad,39.1
Refined,Tata ,41.3
Crystal,KMJS,0.0
Powder,JL,0.0
Crystal,Senthil,0.0
Crystal,Sri yoga,3.2
Refined,Ganga,36.0
Refined,Marvel,56.1
Crystal,VST,0.0
Crystal,Sri yoga,0.0
Crystal,Ganga,52.9
Crystal,Trusalt,31.7
Refined,Trusalt,23.3
Crystal,MURUGAN,0.0
Crystal,Shanmuga,11.6
Crystal,SARAVANA,30.7
Refined,Kayathri,22.2
Refined,saravana,31.7
Crystal,maruel,0.0
Crystal,senthil,0.0
Refined,marina,18.0
Crystal,ASC,0.0
Crystal,RMJS,0.0
Refined,day,47.6
Refined,Trusalt,39.1
Refined,Aashirvaad,43.4
Refined,Aashirvaad,48.7
Refined,Anil,40.2
Refined,Day,33.9
Refined,Shree Pappa,22.2
Refined,Ganga,33.9
Refined,Saravana,22.2
Refined,Aanandham,28.6
Crystal,Ganga,34.9
Refined,Sum,0.0
Crystal,Senthil,26.5
Crystal,Trusalt,58.2
Crystal,Anil,20.1
Crystal,Saravana,29.6
Crystal,Sathyam,26.5
Crystal,Superman,21.2
Crystal,Sri yoga,3.2
Crystal,Diamond,6.3
Crystal,KMSJ,3.2
Crystal,Co-op Salt,16.9
Crystal,Srimrugan,9.5
Refined,Krisatal,39.1
Crystal,Sree Murugan,43.4
Refined,Annapurna,34.9
Crystal,Serma Murgan,6.3
Crystal,Sri sakithivel Murugan,22.2
Refined,Tata,34.9
Refined,Sprinkle,33.9
Crystal,Saravana herbal,13.8
Crystal,Sri vetrivel Murugan,0.0
Crystal,Sri Jayam,0.0
Crystal,Sri vetrivel Murugan,0.0
Crystal,Senthil,0.0
Crystal,Senthil,0.0
Crystal,Sathyam,29.6
Crystal,Anil,30.7
Crystal,Anil,20.1
Crystal,Super Star,0.0
Crystal,Ishuddh,0.0
Crystal,Senthil,0.0
Crystal,Samudhra,26.5
Refined,Diamond,37.0
Crystal,Sri Jayam,14.8
Refined,Aashirvaad,39.1
Crystal,Sri vetrivel Murugan,12.7
Crystal,Ishuddh,6.3
Crystal,Diamond,49.7
Refined,Marvel,0.0
Refined,Marina,11.6
Refined,Subiksha,38.1
Refined,PIriyam,28.6
Refined,Samudhra,47.6
Refined,Krisatal,49.7
Crystal,Sree Murugan,37.0
Refined,Sathyam,0.0
Crystal,Super Star,21.2
Crystal,Sathyam,21.2
Crystal,Sri vetrivel Murugan,6.3
Powder,SVM,0.0
Refined,Saravana,15.9
Crystal,Saravana,13.8
Refined,Marvel,30.7
Refined,Tata,32.8
Crystal,David,26.5
Refined,Samudhra,41.3
Refined,Sakthi,11.6
Refined,Ganga,21.2
Crystal,Ganga,21.2
Refined,Sprinkle,28.6
Crystal,Senthil,0.0
Refined,Diamond,19.0
Refined,Aashirvaad,55.0
Refined,Escee Kristal,31.7
Crystal,Sri Jayam,24.3
Refined,Best,24.3
Crystal,Diamond,9.5
Refined,I-Shakti,31.7
Crystal,Sri Murugan,54.0
Refined,Sri Murugan,38.1
Crystal,Sathyam,32.8
Refined,Sathyam,21.2
Refined,PIriyam,26.5
Crystal,PIriyam,21.2
Refined,PIriyam,24.3
Refined,Ganga,15.9
Crystal,Escee Kristal,33.9
Refined,Escee Kristal,36.0
Refined,Escee Kristal,42.3
Refined,Aashirvaad,42.3
Crystal,Saravana,9.5
Powder,Vetrivel Murugan,0.0
Crystal,NVK,0.0
Crystal,King,13.8
Powder,King,16.9
Crystal,Queen,15.9
Refined,Adithya,26.5
Refined,Anil,34.9
Crystal,JET,0.0
Refined,Trusalt,33.9
Crystal,MSC,0.0
Crystal,Thiru Murugan,0.0
Crystal,ASC,5.3
Refined,Aashirvaad,36.0
Crystal,Senthil,0.0
Crystal,Sri Yoga,9.5
Refined,Ganga,20.1
Crystal,Diamond,83.6
Refined,Marvel ,28.6
Crystal,Ganga,6.3
Refined,Tata,41.3
Crystal,Tiru,19.0
Powder,Nila,0.0
Crystal,Barani,4.2
Crystal,Vel Murugan,0.0
Crystal,Saravana,26.5
Crystal,MSM,36.0
Refined,Tata,6.3
Crystal,Krisatal,33.9
Refined,Krisatal,33.9
Crystal,Diamond,28.6
Crystal,Saravana,21.2
Crystal,Diamond,0.0
Refined,Diamond,37.0
Powder,Vandhana,26.5
Crystal,M.S.P,0.0
Refined,Patanjali,30.7
Powder,Sri vetrivel Murugan,0.0
Refined,Aashirvaad,50.8
Crystal,Saravana,11.6
Crystal,Thiru Murugan,0.0
Powder,SRS,0.0
Powder,Magi cook,7.4
Crystal,David,5.3
Crystal,Krisatal,39.1
Crystal,Anitha,42.3
Refined,I-Shakti,38.1
Crystal,Royal,31.7
Crystal,DLS,0.0
Crystal,Diamond,24.3
Crystal,Saravana,28.6
Refined,Kayathri,8.5
Crystal,Sudha,22.2
Crystal,Vetrivel Murugan,7.4
Refined,Saravana,24.3
Powder,THANGATHAI,25.4
Crystal,TATA,22.2
Crystal,PIRIYAM,3.2
Crystal,Kristal,39.1
Refined,PIRIYAM,30.7
Crystal,ANIL,27.5
Crystal,THANGATHAI,16.9
Crystal,PRIYA,0.0
Crystal,SPRINKLE,22.2
Crystal,i-Flo,25.4
Crystal,SREE NAREN,0.0
Refined,I-Shakti,26.5
Refined,THAMIRABHARANI,49.7
Crystal,KINGS,0.0
Refined,SPRINKLE,20.1
Powder,SIVAGAMI,0.0
Crystal,SIVAGAMI,0.0
Refined,Kristal,30.7
Crystal,SAKTHI,0.0
Refined,Kristal,49.7
Refined,i-Flo,27.5
Powder,MVS,0.0
Crystal,PIRIYAM,34.9
Powder,SAKTHI,0.0
Crystal,SPRINKLE,21.2
Powder,SIVAGAMI,3.2
Crystal,SIVAGAMI,10.6
Crystal,PIRIYAM,23.3
Refined,SPRINKLE,41.3
Refined,SPRINKLE,33.9
Refined,SPRINKLE,33.9
Crystal,SIVAGAMI,10.6
Refined,SPRINKLE,32.8
Refined,i-Flo,24.3
Powder,SIVAGAMI,3.2
Crystal,MAINA,61.4
Crystal,ANGEL,5.3
Crystal,ANGEL,62.4
Crystal,SRIRAM,2.1
Crystal,ROYAL STAR,0.0
Crystal,ROYAL STAR,0.0
Crystal,JET,4.2
Refined,MANI,6.3
Crystal,SARA,0.0
Crystal,SATHYA,0.0
Crystal,SRIRAM,0.0
Crystal,MR.KING,2.1
Crystal,SREE NAREN,0.0
Crystal,RAINBOW,0.0
Powder,MINA,3.2
Refined,Aashirvaad,31.7
Refined,Tata ,33.9
Crystal,SRIRAM,0.0
Refined,Tata ,34.9
Crystal,Kristal,56.1
Crystal,SRIRAM,8.5
Refined,Tata ,31.7
Crystal,SRIRAM,0.0
Crystal,MR.KING,0.0
Powder,MVS,0.0
Refined,Aashirvaad,41.3
Refined,Aashirvaad,42.3
Crystal,SRIRAM,0.0
Refined,i-Flo,30.7
Crystal,SRIRAM,0.0
Refined,ANGEL,12.7
Crystal,SRIRAM,0.0
Powder,MINA,14.8
Crystal,GARUDAN,40.2
Refined,SURYA,56.1
Crystal,SIVAGAMI,0.0
Crystal,SAKTHI,0.0
Crystal,DIVYA,56.1
Crystal,TIRU,0.0
Crystal,Super Star,0.0
Crystal,THANGATHAI,0.0
Crystal,GANESH,0.0
Powder,ARASU,5.3
Refined,Kristal,42.3
Refined,Aashirvaad,41.3
Crystal,Saravana,43.4
Refined,PIRIYAM,27.5
Crystal,PIRIYAM,31.7
Crystal,VVR,0.0
Refined,TRU,30.7
Crystal,i-Flo,42.3
Powder,MVS,0.0
Refined,TATA,41.3
Crystal,KASTHURI,20.1
Refined,SOLAR,34.9
Refined,MANI,26.5
Crystal,THAMIRABHARANI,37.0
Crystal,SRIRAM,0.0
Refined,WINNER'S,13.8
Refined,SRIRAM,31.7
Crystal,SRIRAM,0.0
Crystal,GARUDAN,6.3
Crystal,PIRIYAM,56.1
Refined,MANI,19.0
Crystal,ANGEL,10.6
Crystal,SATHYA,0.0
Powder,SANGU,5.3
Refined,SRIRAM,39.1
Refined,i-Flo,28.6
Refined,Aashirvaad,47.6
Crystal,ARASU,0.0
Crystal,Kristal,41.3
Crystal,SATHYA,0.0
Refined,SK SUPREME,27.5
Refined,PIRIYAM,23.3
Refined,MAGHIZCHI,40.2
Refined,GEEGE,14.8
Crystal,SREE NAREN,0.0
Crystal,VVR,0.0
Refined,Saravana,21.2
Crystal,Super Star,0.0
Powder,Super Star,0.0
Crystal,SATHYA,0.0
Crystal,RAINBOW,0.0
Crystal,SRIRAM,0.0
Crystal,SRI,0.0
Crystal,SRIRAM,0.0
Refined,Kristal,29.6
Crystal,SATHYA,2.1
Crystal,SRIRAM,4.2
Crystal,SREE NAREN,0.0
Crystal,SREE NAREN,0.0
Crystal,RAJA,3.2
Crystal,RAJA,1.1
Crystal,SRIRAM,2.1
Refined,SK SUPREME,18.0
Refined,PIRIYAM,34.9
Refined,Aashirvaad,39.1
Refined,SUN PURE,12.7
Refined,VKS TRU,33.9
Refined,Aashirvaad,54.0
Refined,Aashirvaad,47.6
Refined,SPRINKLE,42.3
Refined,VKS ADITHYA,31.7
Refined,SPRINKLE,44.4
Refined,VKS ADITHYA,29.6
Refined,Kristal,39.1
Powder,THIRUMANI,25.4
Powder,THIRUMANI,14.8
Refined,KRISTEE,26.5
Refined,THAMIRABHARANI,25.4
Powder,THAMIRABHARANI,1.1
Crystal,SRIRAM,2.1
Refined,SRIRAM,48.7
Refined,SRIRAM,46.6
Refined,SPRINKLE,48.7
Crystal,AR SAKTHI,4.2
Refined,A.R SAKTHI,45.5
Refined,I-Shakti,39.1
Refined,I-Shakti,31.7
Refined,I-Shakti,23.3
Crystal,GOLDEN,4.2
Refined,Aashirvaad,38.1
Refined,Aashirvaad,58.2
Refined,ANGEL,20.1
Crystal,GARUDAN,7.4
Refined,MANI,18.0
Powder,MR.COOK,1.1
Powder,KINGS,2.1
Refined,KINGS,43.4
Refined,Sea Sun,48.7
Refined,SUBAM,45.5
Refined,I-GOLD,32.8
Refined,Pathanjali,29.6
Refined,PIRIYAM,29.6
Refined,MY HAPPY,36.0
Crystal,BABY,1.1
Powder,NILA,4.2
Powder,MVS,1.1
Refined,FAMOUS,28.6
Refined,Kristal,34.9
Crystal,Tata,16.9
Refined,SUN PURE,18.0
Crystal,LEAF,38.1
Crystal,GANESH,2.1
Crystal,BALAJE,2.1
Refined,I-Shakti,24.3
Refined,TATA,32.8
Crystal,TATA,22.2
Refined,SUN PURE,28.6
Crystal,VIJAYA VELVAN,0.0
Refined,YART,13.8
Crystal,YART,7.4
Refined,Aashirvaad,46.6
Crystal,SURYA,39.1
Crystal,Piriyam,22.2
Crystal,MARINA,15.9
Crystal,TATA,16.9
Crystal,MARAGATHAM,0.0
Crystal,MARINA,10.6
Refined,TATA,36.0
Refined,Aashirvaad,47.6
Crystal,KING,0.0
Refined,MANI,18.0
Crystal,AR SAKTHI,7.4
Refined,SUN PURE,27.5
Crystal,Piriyam,28.6
Crystal,KMA,9.5
Crystal,SURYA SHUDDH,37.0
Crystal,MARINA,29.6
Crystal,ASOHKA,11.6
Refined,FAMOUS,27.5
Refined,Sprinkle,41.3
Crystal,Sprinkle,19.0
Refined,Aashirvaad,50.8
Crystal,Anil ,20.1
Refined,Anil ,22.2
Crystal,KASTHURI,15.9
Crystal,SEASUN,37.0
Refined,MY HAPPY,25.4
Refined,TATA,32.8
Refined,I-Shakti,23.3
Refined,ARUN,4.2
Refined,HARI HARAN,29.6
Crystal,RAJA GOLD,36.0
Crystal,ASOHKA,20.1
Refined,TATA,28.6
Refined,PATANJALI,24.3
Refined,TATA,34.9
Refined,I-Shakti,11.6
Refined,ARUN,12.7
Crystal,Kristal,37.0
Crystal,TATA,20.1
Refined,Aashirvaad,49.7
Crystal,KASTHURI,29.6
Refined,Kristal,18.0
Refined,ARUN,2.1
Refined,Aashirvaad,44.4
Refined,TATA,31.7
Crystal,SRINIVASAA,0.0
Refined,I-Shakti,20.1
Crystal,Saravana,33.9
Crystal,AR SAKTHI,8.5
Refined,I-Shakti,26.5
Crystal,udahayam,22.2
Crystal,marina,16.9
Refined,TATA,36.0
Crystal,SURYA SHUDDH,25.4
Refined,SIVAM,37.0
Refined,SURYA GOLD,0.0
Crystal,SAMUTHRA,43.4
Refined,Aashirvaad,21.2
Crystal,DIVYAPURNA,32.8
Crystal,SIVAM,0.0
Crystal,MARAGATHAM,15.9
Crystal,KASTHURI,44.4
Refined,Aashirvaad,33.9
Refined,TATA,27.5
Crystal,SURYA SHUDDH,26.5
Refined,Trusalt,26.5
Crystal,SACHU,0.0
Crystal,GAYAL,22.2
Refined,Aashirvaad,45.5
Crystal,SURYA SHUDDH,22.2
Crystal,GST,27.5
Refined,ASHOKA,22.2
Refined,Kristal,23.3
Crystal,MATHAN,11.6
Refined,Aashirvaad,30.7
Refined,TATA,30.7
Refined,Anil ,24.3
Refined,TATA,38.1
Crystal,SURYA SHUDDH,30.7
Refined,SARGUNA,27.5
Crystal,THANDI,0.0
Crystal,Saravana,24.3
Refined,TATA,40.2
Crystal,THANDI,0.0
Refined,NEW ESCEE Kristal,34.9
Refined,I- SHAKTI ,28.6
Refined, Annapurna ,33.9
Crystal,Kitchen Queen,32.8
Crystal,MANINA,88.9
Crystal,Kitchen Queen,10.6
Crystal,NEW ESCEE Kristal,31.7
Crystal,ANNAI  ,9.5
Crystal,NEW ESCEE Kristal,65.6
Crystal,Udhaiyam CRYSTAL,14.8
Refined,SUBAM  PEARL CITY ,46.6
Crystal,NEW ESCEE Kristal,65.6
Refined,NEW ESCEE Kristal,34.9
Refined,PATANJALI  IODINE NAMAK ,32.8
Crystal,PIRIYAM  CRYSTAL SALT,28.6
Refined,UdhaiyamSMOOTH & CLEAR ,38.1
Refined,KAYATHI SALT ,19.0
Refined,SUBAM  PEARL CITY ,46.6
Refined,KAYATHI SALT ,23.3
Crystal,TRIPTHI  ,0.0
Crystal,Kitchen Queen,0.0
Refined,NEW ESCEE Kristal,38.1
Crystal,MSP Gold,24.3
Crystal,Aanandhapurna,22.2
Refined,I-Gold,13.8
Crystal,Sri Kumaran Kadal,0.0
Crystal,Tata,27.5
Refined,Adithya,56.1
Crystal,Fresh Salt,0.0
Crystal,Ruchi Gold,0.0
Refined,Tata,40.2
Crystal,Rainbow,0.0
Refined,Piriyam,33.9
Refined,Tata,34.9
Refined,Escee Kristal,52.9
Crystal,NRR,44.4
Refined,Annapoorani,41.3
Crystal,Super Star,0.0
Refined,Piriyam,39.1
Crystal,Royal Star,0.0
Refined,Escee Kristal,49.7
Refined,Udhaiyam,43.4
Crystal,Trisakthi,47.6
Crystal,Golden,0.0
Crystal,Solar,0.0
Crystal,Super Star,0.0
Crystal,Escee Kristal,66.7
Refined,Sprinkle,39.1
Crystal,Escee Kristal,39.1
Refined,Tata,37.0
Crystal,Saravana,52.9
Crystal,Active,0.0
Crystal,Seasun,20.1
Refined,Solar,27.5
Crystal,Selvi,0.0
Crystal,Escee Kristal,34.9
Refined,Active,24.3
Refined,Tata,37.0
Refined,Aashirvaad,47.6
Refined,Saravana,23.3
Refined,Solar,16.9
Crystal,Saroji,4.2
Crystal,Udhaiyam,30.7
Crystal,Aripoorna,13.8
Crystal,Saravana,20.1
Crystal,Thanga thai,0.0
Crystal,Tata,41.3
Crystal,Escee Kristal,26.5
Refined,Escee Kristal,34.9
Refined,Tata,31.7
Refined,Tata,29.6
Refined,Trusalt,28.6
Crystal,Escee Kristal,22.2
Crystal,Udhaiyam,45.5
Crystal,Royal Star,0.0
Refined,Escee Kristal,55.0
Crystal,Muthu,0.0
Crystal,I-Flo,59.2
Crystal,Muthu,45.5
Crystal,Royal Star,0.0
Crystal,Muthu,0.0
Crystal,Trisakthi,32.8
Refined,Escee Kristal,49.7
Refined,Tata,39.1
Crystal,Muthu,0.0
Crystal,Muthu,22.2
Refined,Mani,15.9
Refined,Jeevan,34.9
Crystal,M.S.P Gold,18.0
Crystal,Anitha,14.8
Crystal,Shanmuga,16.9
Refined,Marvel,46.6
Crystal,David,22.2
Refined,Sagar,15.9
Refined,Bristel,0.0
Refined,Kayathri,29.6
Refined,Escee Kristal,26.5
Crystal,Nila,22.2
Refined,Arunagiri,0.0
Crystal,Sudha,22.2
Crystal,Jaya,16.9
Crystal,SLS,11.6
Crystal,SLS Gold,0.0
Refined,Saravana,18.0
Crystal,Susee,14.8
Refined,Susee,27.5
Refined,Aashirvaad,32.8
Crystal,Susee,16.9
Refined,Tata,31.7
Refined,i-Flo,16.9
Crystal,Amma,8.5
Crystal,SMT,18.0
Refined,SLS Gold,28.6
Crystal,SLS Gold,22.2
Crystal,Shanmuga,0.0
Crystal,SS,63.5
Refined,Shanmuga,32.8
Refined,PIriyam,33.9
Refined,Anil,34.9
Crystal,PIriyam,31.7
Refined,I-Gold,18.0
Crystal,Susee,8.5
Powder,Susee,0.0
Crystal,Anil,37.0
Refined,i-Flo,9.5
Refined,Susee,21.2
Crystal,SS,0.0
Refined,SS,30.7
Crystal,Aanandham,18.0
Refined,PIriyam,5.3
Crystal,PIriyam,20.1
Refined,i-Flo,26.5
Refined,Saravana,15.9
Refined,Anil,33.9
Refined,Best,37.0
Crystal,Best,21.2
Refined,I-Shakti,45.5
Crystal,Samuthra,0.0
Crystal,KSPS Subam,8.5
Refined,Subam,57.1
Refined,Annapoorani,28.6
Crystal,Super star,0.0
Crystal,Saravana,0.0
Crystal,Super Star,0.0
Refined,PIriyam,19.0
Crystal,Annapurna,26.5
Refined,Marvel,15.9
Crystal,Shanmuga,10.6
Refined,i-Flo,32.8
Crystal,i-Flo,32.8
Refined,Sagar,0.0
Refined,Adithya,37.0
Crystal,Aanandham,18.0
Crystal,SS,8.5
Refined,Fresh,40.2
Refined,Shanmuga,18.0
Refined,I-Shakti,58.2
Crystal,Sri Balaji,6.3
Crystal,PIriyam,19.0
Refined,Saravana,21.2
Crystal,Mr.King,0.0
Crystal,Rainbow,0.0
Crystal,Dinesh,0.0
Refined,Sudha Gold,43.4
Crystal,Sprinkle,48.7
Crystal,Samuthra,0.0
Crystal,Shanmuga,15.9
Crystal,MSR,0.0
Crystal,SLS,10.6
Refined,Anil,30.7
Refined,Subam,27.5
Crystal,Kristee,40.2
Crystal,Sibi,0.0
Crystal,Saravana,18.0
Crystal,Kayathri,14.8
Refined,Diamond,42.3
Crystal,Jeyel,28.6
Crystal,Sri Bala,0.0
Refined,Anandham,33.9
Crystal,Super Star,0.0
Refined,Sudha Gold,31.7
Crystal,Vel murugan,0.0
Crystal,Sathya,0.0
Crystal,Raja,0.0
Crystal,Apple,0.0
Crystal,SLS,7.4
Crystal,Marina,49.7
Crystal,Sri yoga,18.0
Crystal,Pravin,71.9
Crystal,Super Star,0.0
Powder,Kaveri,0.0
Refined,Anil,43.4
Crystal,Super Star,0.0
Crystal,Balu,0.0
Crystal,Saravana,42.3
Powder,Nila,0.0
Powder,Sudha,21.2
Powder,Vandhana,0.0
Refined,Saravana,29.6
Refined,Escee Kristal,26.5
Powder,MSP,22.2
Crystal,Shanmuga,16.9
Crystal,Anitha,10.6
Refined,Aanandham,43.4
Crystal,SLS Gold,47.6
Refined,Aashirvaad,41.3
Crystal,Rex,6.3
Crystal,KSPS Subam,18.0
Crystal,Samuthra,0.0
Refined,Bristel,23.3
Refined,Jeevan,37.0
Crystal,Jeyel,15.9
Refined,Anna,9.5
Refined,Trusalt,30.7
Crystal,Sara,0.0
Crystal,Super Star,0.0
Crystal,Anna,0.0
Crystal,Annapurna,37.0
Crystal,Rishi,0.0
Refined,Sagar,0.0
Refined,Marina,12.7
Crystal,Thangam,0.0
Refined,Sea gold,12.7
Refined,Subam,33.9
Crystal,Shanmuga,13.8
Refined,Susee,18.0
Crystal,Saravana,24.3
Refined,Anil,57.1
Crystal,Raja,11.6
Refined,Marvel,24.3
Crystal,Rainbow,0.0
Refined,Escee Kristal,48.7
Crystal,Shanmuga,16.9
Refined,MSP,44.4
Refined,Samudhra,34.9
Crystal,Diamond,12.7
Crystal,MSP Gold,28.6
Powder,Nila,0.0
Crystal,GKT,40.2
Refined,Kristee,36.0
Refined,Bristel,29.6
Refined,sagar,15.9
Crystal,Shanmuga,10.6
Powder,Nila,0.0
Refined,Saravana,22.2
Crystal,Kristee,50.8
Refined,Shanmuga,23.3
Refined,Saravana,33.9
Crystal,KSPS Subam,22.2
Refined,Shanmuga,21.2
Refined,Shanmuga,37.0
Crystal,KSPS Subam,19.0
Crystal,Rathinam,14.8
Refined,Subam,39.1
Refined,Sagar,12.7
Refined,Bristel,28.6
Refined,David,26.5
Crystal,Anitha,7.4
Crystal,Saravana,26.5
Crystal,Rathinam Gold,37.0
Refined,Escee Kristal,39.1
Crystal,Rainbow,28.6
Refined,Bristel,22.2
Crystal,SLS Gold,6.3
Crystal,SLS,25.4
Refined,Patanjali,25.4
Refined,SLS Gold,8.5
Refined,David,5.3
Refined,Kayathri,37.0
Refined,Ganesh,42.3
Crystal,Sudha,19.0
Refined,Kristee,26.5
Crystal,Rathinam Gold,40.2
Crystal,KSPS Subam,37.0
Refined,Saravana,24.3
